profile,source_file,entry_profile,test_kind,version_family,exact_version,case,scenario,metric,value,status,run_id,failure_reason,results_csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,cycle_ns_per_page,523.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125951Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125951Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,protect_ns_per_page,160.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125951Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125951Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,restore_ns_per_page,181.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125951Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125951Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.18,6.18.19,,shared_dirty_full_toggle_64m,cycle_ns_per_page,756.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T130007Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T130007Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.18,6.18.19,,shared_dirty_full_toggle_64m,protect_ns_per_page,276.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T130007Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T130007Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.18,6.18.19,,shared_dirty_full_toggle_64m,restore_ns_per_page,276.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T130007Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T130007Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,cycle_ns_per_page,279.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T130022Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T130022Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,protect_ns_per_page,27.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T130022Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T130022Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,restore_ns_per_page,55.000000,ok,mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T130022Z,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T130022Z.results.csv
