profile,source_file,entry_profile,test_kind,version_family,exact_version,case,scenario,metric,value,median_value,stdev_value,cv,mad_value,mad_ratio,min_value,max_value,baseline_value,delta_vs_baseline,baseline_median_value,delta_vs_baseline_median,classification,status,stable,robust_stable,semantic_warning,semantic_warning_reasons,comparison_reliable,comparison_robust_reliable,run_count,ok_runs,failed_runs,failure_reasons,results_csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,cycle_ns_per_page,494.666667,398.000000,249.530058,0.504441,66.000000,0.165829,325.000000,927.000000,618.111111,-0.199712,577.000000,-0.310225,improvement,ok,no,no,no,,no,no,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260513T121314Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r02-bench-20260513T121330Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r03-bench-20260513T121346Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r04-bench-20260513T121403Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r05-bench-20260513T121437Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r06-bench-20260513T121525Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r07-bench-20260513T121548Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r08-bench-20260513T121606Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r09-bench-20260513T121641Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,cycle_ns_per_page,618.111111,577.000000,78.658192,0.127256,16.000000,0.027730,561.000000,816.000000,618.111111,0.000000,577.000000,0.000000,neutral,ok,no,yes,no,,no,yes,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260513T121050Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r02-bench-20260513T121104Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r03-bench-20260513T121119Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r04-bench-20260513T121136Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r05-bench-20260513T121151Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r06-bench-20260513T121206Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r07-bench-20260513T121221Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r08-bench-20260513T121237Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r09-bench-20260513T121252Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,protect_ns_per_page,96.555556,73.000000,56.624004,0.586440,17.000000,0.232877,41.000000,207.000000,196.777778,-0.509317,195.000000,-0.625641,improvement,ok,no,no,no,,no,no,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260513T121314Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r02-bench-20260513T121330Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r03-bench-20260513T121346Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r04-bench-20260513T121403Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r05-bench-20260513T121437Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r06-bench-20260513T121525Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r07-bench-20260513T121548Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r08-bench-20260513T121606Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r09-bench-20260513T121641Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,protect_ns_per_page,196.777778,195.000000,27.224886,0.138353,16.000000,0.082051,170.000000,253.000000,196.777778,0.000000,195.000000,0.000000,neutral,ok,no,yes,no,,no,yes,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260513T121050Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r02-bench-20260513T121104Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r03-bench-20260513T121119Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r04-bench-20260513T121136Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r05-bench-20260513T121151Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r06-bench-20260513T121206Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r07-bench-20260513T121221Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r08-bench-20260513T121237Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r09-bench-20260513T121252Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,restore_ns_per_page,78.000000,65.000000,44.342418,0.568493,10.000000,0.153846,24.000000,158.000000,190.444444,-0.590432,187.000000,-0.652406,improvement,ok,no,no,no,,no,no,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260513T121314Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r02-bench-20260513T121330Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r03-bench-20260513T121346Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r04-bench-20260513T121403Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r05-bench-20260513T121437Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r06-bench-20260513T121525Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r07-bench-20260513T121548Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r08-bench-20260513T121606Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r09-bench-20260513T121641Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,restore_ns_per_page,190.444444,187.000000,26.861269,0.141045,16.000000,0.085561,162.000000,253.000000,190.444444,0.000000,187.000000,0.000000,neutral,ok,no,yes,no,,no,yes,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260513T121050Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r02-bench-20260513T121104Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r03-bench-20260513T121119Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r04-bench-20260513T121136Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r05-bench-20260513T121151Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r06-bench-20260513T121206Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r07-bench-20260513T121221Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r08-bench-20260513T121237Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r09-bench-20260513T121252Z.results.csv
