profile,source_file,entry_profile,test_kind,version_family,exact_version,case,scenario,metric,value,median_value,stdev_value,cv,mad_value,mad_ratio,min_value,max_value,baseline_value,delta_vs_baseline,baseline_median_value,delta_vs_baseline_median,classification,status,stable,robust_stable,semantic_warning,semantic_warning_reasons,comparison_reliable,comparison_robust_reliable,run_count,ok_runs,failed_runs,failure_reasons,results_csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,cycle_ns_per_page,381.125000,376.000000,36.872125,0.096745,24.000000,0.063830,325.000000,446.000000,624.777778,-0.389983,631.000000,-0.404120,improvement,partial,no,no,no,,no,no,9,8,1,qemu_failure: Command '['/workspace/kernel-study/run_qemu_bitmap_bench.sh']' returned non-zero exit status 139.,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260513T123641Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r02-bench-20260513T123658Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r03-bench-20260513T123748Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r04-bench-20260513T123821Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r06-bench-20260513T123855Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r07-bench-20260513T123944Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r08-bench-20260513T124017Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r09-bench-20260513T124051Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,cycle_ns_per_page,624.777778,631.000000,42.748619,0.068422,29.000000,0.045959,569.000000,683.000000,624.777778,0.000000,631.000000,0.000000,neutral,ok,yes,yes,no,,yes,yes,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260513T123623Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r02-bench-20260513T123714Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r03-bench-20260513T123732Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r04-bench-20260513T123805Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r05-bench-20260513T123838Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r06-bench-20260513T123911Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r07-bench-20260513T123927Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r08-bench-20260513T124000Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r09-bench-20260513T124034Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,protect_ns_per_page,70.125000,68.000000,7.918108,0.112914,4.000000,0.058824,58.000000,81.000000,201.333333,-0.651697,202.000000,-0.663366,improvement,partial,no,no,no,,no,no,9,8,1,qemu_failure: Command '['/workspace/kernel-study/run_qemu_bitmap_bench.sh']' returned non-zero exit status 139.,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260513T123641Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r02-bench-20260513T123658Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r03-bench-20260513T123748Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r04-bench-20260513T123821Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r06-bench-20260513T123855Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r07-bench-20260513T123944Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r08-bench-20260513T124017Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r09-bench-20260513T124051Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,protect_ns_per_page,201.333333,202.000000,26.542419,0.131833,23.000000,0.113861,162.000000,235.000000,201.333333,0.000000,202.000000,0.000000,neutral,ok,no,no,no,,no,no,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260513T123623Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r02-bench-20260513T123714Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r03-bench-20260513T123732Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r04-bench-20260513T123805Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r05-bench-20260513T123838Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r06-bench-20260513T123911Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r07-bench-20260513T123927Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r08-bench-20260513T124000Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r09-bench-20260513T124034Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,restore_ns_per_page,74.250000,75.500000,15.763883,0.212308,13.500000,0.178808,50.000000,92.000000,198.555556,-0.626049,193.000000,-0.608808,improvement,partial,no,no,no,,no,no,9,8,1,qemu_failure: Command '['/workspace/kernel-study/run_qemu_bitmap_bench.sh']' returned non-zero exit status 139.,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260513T123641Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r02-bench-20260513T123658Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r03-bench-20260513T123748Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r04-bench-20260513T123821Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r06-bench-20260513T123855Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r07-bench-20260513T123944Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r08-bench-20260513T124017Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_12_shared_dirty_full_toggle_64m_r09-bench-20260513T124051Z.results.csv
mprotect_shared_dirty_formal_refresh,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,restore_ns_per_page,198.555556,193.000000,21.863846,0.110115,8.000000,0.041451,170.000000,244.000000,198.555556,0.000000,193.000000,0.000000,neutral,ok,no,yes,no,,no,yes,9,9,0,,/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260513T123623Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r02-bench-20260513T123714Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r03-bench-20260513T123732Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r04-bench-20260513T123805Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r05-bench-20260513T123838Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r06-bench-20260513T123911Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r07-bench-20260513T123927Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r08-bench-20260513T124000Z.results.csv;/workspace/kernel-study/out/workload-results/mprotect_shared_dirty_formal_refresh_mmreg_mprotect_shared_dirty_formal_refresh_v6_19_shared_dirty_full_toggle_64m_r09-bench-20260513T124034Z.results.csv
