profile,source_file,entry_profile,test_kind,version_family,exact_version,case,scenario,metric,value,median_value,stdev_value,cv,mad_value,mad_ratio,min_value,max_value,baseline_value,delta_vs_baseline,baseline_median_value,delta_vs_baseline_median,classification,status,stable,robust_stable,semantic_warning,semantic_warning_reasons,comparison_reliable,comparison_robust_reliable,run_count,ok_runs,failed_runs,failure_reasons,results_csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,cycle_ns_per_page,277.000000,277.000000,0.000000,0.000000,0.000000,0.000000,277.000000,277.000000,405.000000,-0.316049,405.000000,-0.316049,improvement,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T125550Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.18,6.18.19,,shared_dirty_full_toggle_64m,cycle_ns_per_page,478.000000,478.000000,0.000000,0.000000,0.000000,0.000000,478.000000,478.000000,405.000000,0.180247,405.000000,0.180247,regression,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T125526Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,cycle_ns_per_page,405.000000,405.000000,0.000000,0.000000,0.000000,0.000000,405.000000,405.000000,405.000000,0.000000,405.000000,0.000000,neutral,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125503Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,protect_ns_per_page,61.000000,61.000000,0.000000,0.000000,0.000000,0.000000,61.000000,61.000000,122.000000,-0.500000,122.000000,-0.500000,improvement,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T125550Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.18,6.18.19,,shared_dirty_full_toggle_64m,protect_ns_per_page,197.000000,197.000000,0.000000,0.000000,0.000000,0.000000,197.000000,197.000000,122.000000,0.614754,122.000000,0.614754,regression,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T125526Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,protect_ns_per_page,122.000000,122.000000,0.000000,0.000000,0.000000,0.000000,122.000000,122.000000,122.000000,0.000000,122.000000,0.000000,neutral,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125503Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.12,6.12.77,,shared_dirty_full_toggle_64m,restore_ns_per_page,32.000000,32.000000,0.000000,0.000000,0.000000,0.000000,32.000000,32.000000,92.000000,-0.652174,92.000000,-0.652174,improvement,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_12_shared_dirty_full_toggle_64m_r01-bench-20260515T125550Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.18,6.18.19,,shared_dirty_full_toggle_64m,restore_ns_per_page,103.000000,103.000000,0.000000,0.000000,0.000000,0.000000,103.000000,103.000000,92.000000,0.119565,92.000000,0.119565,regression,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_18_shared_dirty_full_toggle_64m_r01-bench-20260515T125526Z.results.csv
mprotect_shared_dirty_release_narrowing,mm/mprotect.c,mprotect_paths,workload,6.19,6.19.9,,shared_dirty_full_toggle_64m,restore_ns_per_page,92.000000,92.000000,0.000000,0.000000,0.000000,0.000000,92.000000,92.000000,92.000000,0.000000,92.000000,0.000000,neutral,ok,yes,yes,no,,yes,yes,1,1,0,,/home/lcf/kernel-study/out/workload-results/mprotect_shared_dirty_release_narrowing_mmreg_mprotect_shared_dirty_release_narrowing_v6_19_shared_dirty_full_toggle_64m_r01-bench-20260515T125503Z.results.csv
